"LATITUDE","LONGITUDE"
22.9240891,87.6110101
27.0316051,88.0685924
22.9383798,88.340694
26.7354123,88.7634065
27.1023799,88.6762708
22.4642309,88.3086795
22.6076722,88.5365868
22.5707067,88.421558
22.4751874,88.3900563
26.614183,89.5333171
22.5655926,88.328334
22.572824,88.344546
22.5324425,88.3717033
26.5525385,89.5692265
22.0825779,88.7642741
22.5422181,88.3964467
26.871856,88.1851959
24.8883127,88.1362184
24.178889,88.2673714
24.8126707,87.9224713
22.57,88.41
22.896416,88.405869
22.4688795,88.3754356
22.57265,88.3639
22.6426303,88.4397376
21.7698924,88.2315813
23.5788871,86.8444691
23.4704109,88.3591318
26.859835,88.2608128
27.02763,88.2589245
27.0164285,88.2474232
27.0477889,88.2679099
22.68284,88.3209157
22.6299646,88.4341049
21.8756268,88.1848526
26.7857767,88.3662502
27.010914,88.404873
26.7563574,88.7974772
27.0878738,88.8442932
26.9934413,88.5478154
22.6395209,88.3866701
22.4562054,88.2918513
23.7146143,87.7228045
27.15,88.62
22.4284772,88.4019704
26.3181879,89.5144138
21.6237107,87.5278171
22.463099,88.4003657
23.23243,87.86373
22.8806188,88.1767309
22.6330076,88.3053431
26.5406805,88.8361251
26.8400014,88.8277245
22.5599121,88.3333719
22.5439627,88.3464724
22.1339924,88.6001116
22.804,88.334
22.9014342,88.3599536
22.6083608,88.3079779
26.3076149,89.3517078
21.6358617,87.56845
26.772798,89.5829594
26.62,88.65
21.783531,87.740249
22.950727,88.5284758
26.6174692,89.5283711
26.928699,88.3627796
27.046426,88.266926
22.5855,88.3424
22.5378,88.3313
24.8010716,87.9227257
22.7470083,87.7156038
22.6016851,88.4750361
22.457153,88.3040107
26.7051331,88.4160805
26.7011459,88.3334255
27.0797615,88.4317017
26.5237864,88.735832
27.0890081,88.763566
27.0453666,88.4604442
23.4540123,88.3546696
22.116621,88.7979402
22.50068,88.316105
26.5412372,89.2664909
26.5022237,89.3241692
26.783,89.584
26.9385254,88.3112508
22.555193,88.3054274
26.841705,88.82604
26.8669559,88.615036
26.8721622,88.8932991
26.8447739,88.830149
26.8039628,88.8220704
27.0825413,88.663289
27.0973311,88.6525944
27.0828183,88.6408925
23.4175876,88.3719903
23.4237751,88.3904386
22.7535232,88.3625087
23.328,86.230233
22.688762,88.3234155
22.5584582,88.2912827
26.6393219,89.2858216
26.556161,89.2498406
26.8505749,88.2586114
27.0661784,88.424608
22.6066223,88.1618607
22.6345363,88.522194
21.5640808,88.8908546
22.1460718,88.8768196
22.49877,88.405346
22.486658,88.3752338
26.69,89.7
26.5535222,88.1918478
26.6774377,88.4627009
22.7404,87.7155
22.6368217,88.3753746
22.4987697,88.4053463
22.4668,88.4001
22.0996767,88.7545752
23.8411547,87.6924599
22.6549484,88.3079606
27.0758657,88.6684441
23.5435906,87.7496796
25.8830539,87.8613953
26.4772047,88.2958079
26.7079939,88.3536295
22.5924039,88.2714934
21.6901002,88.5684533
22.4730861,88.3906677
22.864972,88.6833006
22.753697,88.342212
22.6369267,88.3546042
21.6224569,87.5248066
22.9550739,88.5374451
22.7011656,88.374295
22.619881,88.401322
22.4668,88.3999
22.467,88.3999
22.4669,88.3998
27.0323702,88.3499908
22.7040594,88.2845312
22.7939803,88.3341818
22.6397665,88.3656
21.5748088,88.2899355
22.1238897,88.7401033
22.0750989,88.7557735
22.467,88.4002
22.467,88.4001
23.0610297,87.4214885
23.0617753,87.5962365
26.891265,88.18348
22.9128426,88.3636326
22.7534,88.3308
22.5582,88.2911
22.5588,88.3081
26.7204671,88.5649109
22.5482373,88.3469963
22.7399,87.716
22.5708,88.4051
22.5499592,88.8643932
22.570479,88.4054467
22.6031,88.4039
22.63,88.4344
22.6391,88.4396
22.6019596,88.4114568
21.6352871,88.0678231
23.8485645,88.2124611
23.4488373,88.3380604
23.1369662,88.0074251
22.614991,88.4625761
22.6209199,88.4017705
22.6031557,88.4670639
22.4669,88.4
25.6367675,88.1199646
26.7667632,89.4996071
26.7014796,89.6157797
23.6890095,87.6789021
27.0349872,88.2656093
26.7616026,88.3250543
22.6675798,88.3104943
26.78266,88.4495
26.6452522,89.0140522
26.7536375,88.5890407
27.0269057,88.786128
27.0908979,88.6518689
23.5981606,87.7253871
22.5951509,88.4217163
22.5752986,88.4080247
22.6376391,88.3752469
22.1238104,88.8312864
26.879941,88.3032861
22.8649944,88.3689996
22.6812,88.3102
22.6634,88.3363
22.7559,88.3239
22.6628,88.3356
22.5814567,88.2834409
22.5814,88.2832
22.5803085,88.2817601
22.581,88.2847
22.6628,88.3225
22.5807,88.2845
22.5806,88.2847
22.6653,88.3136
22.581,88.2833
22.5842,88.2827
22.5815,88.2831
22.5815,88.283
22.6647,88.3212
22.5814,88.2834
22.5815,88.2824
27.0311917,88.7034949
27.1614987,88.6187415
21.6353795,87.5606187
22.43042,87.309636
22.7778,87.53301
22.6535191,88.3772082
22.6839856,88.4333707
22.3647,88.4362
22.4248,88.3914
22.5306373,88.3798566
21.9898102,88.7569855
22.5033683,88.3503821
22.4247,88.3919
22.4669,88.4005
22.364,88.4349
22.3615,88.4365
22.3609,88.4365
22.467,88.4
22.3642,88.4355
22.3644,88.4365
22.5227,88.374
22.4668,88.4006
22.467,88.3994
22.4247,88.3908
22.4249,88.3926
22.3675,88.4329
22.3629,88.4355
22.3755,88.4344
22.4248,88.3926
22.536472,88.4078089
22.3653,88.4355
22.3609,88.4358
26.6905513,89.2981796
26.7522786,89.5911026
26.6278014,89.3665695
27.0554173,88.2583328
26.8915122,88.1831222
22.6676694,88.3085447
22.6615293,88.3045358
27.0815375,88.520574
25.0695681,87.9529097
24.9697194,88.1010818
21.647759,87.6332868
22.6473256,88.3811895
22.729279,88.485158
21.5734943,88.2426088
22.3712,88.4349
22.3699,88.4366
22.3637,88.4334
22.3679,88.431
22.3708,88.4372
22.3668,88.439
22.3698,88.4324
22.3708,88.4346
22.4667,88.4003
26.6163071,89.5369413
26.8792783,88.2780442
27.047382,88.265388
27.038292,88.094949
26.895732,88.183008
22.850934,88.3682897
22.2326,88.0363
22.6048481,88.3794164
22.8162176,88.6349567
22.8452119,88.6945796
22.8630189,88.6832861
22.8636111,88.6833333
22.8482888,88.6638737
22.4668,88.4
22.4314,88.3987
22.4528013,88.3031975
27.0478482,88.0301243
27.1046819,88.0008125
27.0243939,88.0841016
27.0219994,88.0851935
27.1668241,88.0141206
27.0432739,88.2631195
22.6689397,88.2979493
22.5682873,88.2816796
22.5589,88.2904
26.7454571,88.8472295
26.732464,88.8283126
26.7273475,88.8552976
22.8642769,88.6836835
22.5875449,88.4199214
22.6293485,88.5318439
22.6186864,88.4619124
22.5872,88.4155
22.5872,88.4157
22.5873,88.4159
22.5871,88.4158
22.4664,88.4005
22.4290707,88.4014168
21.6469696,88.0530811
21.8669283,88.1506365
22.4664,88.4006
26.894895,88.183884
27.041305,88.0958019
26.891026,88.183428
26.914797,88.403592
22.5774406,88.0091143
22.6565447,88.3079081
27.0982,88.6824
27.099,88.6839
27.0853,88.6549
27.1021,88.6742
27.089,88.6599
27.089,88.66
26.8809698,88.4883429
27.1093,88.6508
27.0891,88.6566
27.1091,88.6506
27.0888,88.6596
27.0903,88.6557
27.1135,88.6783
27.0903,88.6564
27.0904,88.6563
27.1091,88.6528
22.5377094,88.3256149
22.0167478,88.0592823
22.6049421,88.4758882
22.6353567,88.5204333
22.1221407,88.8044214
21.9805441,88.8391554
26.9672797,88.3122576
22.754,88.3309
27.1390392,88.5809559
22.6288289,88.4596725
22.2116428,88.0725002
24.2503894,87.8261386
26.6834446,88.4271136
23.1189498,88.6061203
22.6076019,88.4771017
22.607265,88.4779683
22.7274997,88.2764941
26.7726386,88.8406467
27.0108273,88.7863541
22.9527162,88.5354961
23.478976,88.488815
22.4869984,88.3749837
23.6105226,86.7826903
26.6907795,89.2769676
26.7007565,89.6148704
26.8994152,88.4726
27.077553,88.274103
22.9642848,88.3997954
22.9083569,88.3997726
22.9192175,88.3955133
22.7269252,88.282089
22.4629794,88.0632292
27.0928274,88.669513
23.0882543,88.6181715
22.6394957,88.3845849
21.838013,88.8853471
26.7895352,89.5761272
26.7622969,89.5839465
26.6874478,88.3178473
27.0785527,88.4098792
21.6479877,87.6476181
22.4464926,88.3084488
22.1335518,88.5989609
26.5159274,89.7310633
22.7268865,88.2825831
22.730155,88.2846951
26.4868866,88.7108982
27.0866296,88.6598289
27.1031058,88.6482525
27.097346,88.871732
22.5450635,88.3425812
22.537232,88.393555
22.4464916,88.3084609
22.1414335,88.8862047
22.6809082,88.3147751
24.1862162,88.268677
24.1847402,88.2876852
24.2070853,88.2669926
22.8448467,88.6903786
22.6612505,88.3565019
22.6253,88.4904
26.5760607,88.7504129
22.5729389,88.3484043
22.6043749,88.3642669
22.563627,88.3392593
23.79694,88.2139183
23.5583402,87.3381412
23.5405993,87.3073852
23.5396994,87.3317955
23.5360018,87.3374402
23.0784705,87.9923354
22.6107772,88.4788656
22.57149,88.41982
22.5673,88.4321
22.7483,88.5306
22.742733,88.367277
22.7,88.45
22.4521086,88.304581
26.3240977,88.3210672
26.9978413,88.2849601
27.0667946,88.25091
27.006354,88.264969
27.05098,88.02908
27.0477937,88.2679045
26.88636,88.18658
27.0525617,88.2688165
27.05947,88.02502
26.98941,88.11863
26.984957,88.30509
27.07769,88.01735
27.00475,88.09964
26.98963,88.15899
27.03281,88.05754
26.98961,88.15894
22.721528,88.351943
22.6840211,88.3208173
22.581839,88.2826996
22.579877,88.341798
22.5271059,88.3639169
22.5104161,88.3596039
22.5304109,88.365038
22.5177327,87.7683764
23.5345301,87.3040024
22.722885,88.363153
22.7186,88.3763
22.617814,88.427582
22.4761961,88.3917139
22.5063127,88.3980346
22.4718281,88.3848462
22.4999195,88.3475715
26.8316068,88.3445056
27.0954267,88.0135775
26.6660987,88.3928633
22.5556527,88.3029215
26.7533782,88.5774851
26.7147937,88.7649393
26.8632806,88.854332
26.6913472,88.5848606
27.0933016,88.7018591
27.0495709,88.4628153
21.7735513,87.8851888
22.1322262,88.844962
22.4464579,88.3084649
21.8793,88.8382
26.9159893,88.4023402
26.6814811,88.3296087
22.8128742,88.0992902
26.7507121,88.5864812
26.8854286,88.8012249
27.0856553,88.4533042
22.6374706,88.3750285
21.77,88.2
22.8972483,88.373723
27.0279878,88.6990689
26.626034,89.5241117
26.695931,89.5699883
23.24,87.07
22.8042429,88.3335543
22.6828262,88.2894629
22.6515545,88.3082779
26.7563597,88.7974745
22.1330135,88.5994363
22.665461,88.299863
22.6618771,88.2987516
26.8809635,88.933086
22.6461148,88.3714291
22.561096,88.478036
22.379033,88.526862
23.5818883,86.8363919
26.4982739,89.5339598
22.6826155,88.2896073
22.439539,87.882055
22.6077545,88.4780642
22.5284766,88.2647841
22.24165,88.5351561
26.4799762,89.400367
22.8041638,88.333919
24.0710579,88.2595468
22.6077635,88.4779131
22.442374,88.4156423
26.7442738,88.4012693
27.0051157,88.0935186
27.0435624,88.0339108
22.9495882,88.529892
21.9741558,88.7576098
22.212396,88.116274
21.939388,88.799811
26.6347643,89.5057911
27.0200878,88.2568601
26.9946035,88.2858508
27.1054149,88.002461
22.8323806,88.146153
22.7274591,88.2762121
22.5589,88.2881
22.6543352,88.3064
27.011914,88.7860671
27.0306407,88.6571389
26.995014,88.807296
27.049104,88.4633407
22.5126574,88.3601117
24.9957435,87.967186
23.8001035,88.2227485
23.2549497,88.5951769
23.2516512,88.5944098
22.9625,88.477
22.9625,88.4767
22.9635,88.475
23.5224189,87.2592566
23.2532161,87.8500431
22.9996417,88.8039708
22.699925,88.3662149
22.5702,88.4053
22.8009631,88.370522
26.5514108,89.4005156
23.6717178,87.6951469
27.1235346,88.0638037
26.6350202,88.2751465
27.12,87.99
27.0305669,88.0625707
27.0929036,88.0132043
27.1304474,88.074663
27.0033012,88.1699003
26.8247,88.429
26.7082,88.4283
27.0582162,88.2539549
22.878943,88.179338
22.6770874,88.3361755
22.6607892,88.2998228
26.7843,88.5663
26.4802151,88.7087417
26.760227,88.594971
27.0910422,88.6588069
26.412034,89.7276099
22.5523062,88.3447491
22.5499888,88.3446864
24.9451992,88.3025735
23.1841199,88.578675
23.1869983,88.5772117
23.4562068,88.3537402
23.1578013,88.6549151
23.1578013,88.6542606
23.6659152,87.0280239
23.0047771,87.9567575
23.662995,87.943657
22.5845439,88.4162277
22.6156159,88.456093
22.4293171,88.4006846
22.5142165,88.2160774
23.9440384,87.5257158
23.0287924,87.4195433
22.6811037,88.3160448
22.7954898,88.2948768
22.7643202,88.2150704
22.5805497,88.2856296
22.4413555,87.0268167
27.1024597,88.6776603
27.0843122,88.6630763
21.6198509,87.5155878
24.1057248,88.2621751
23.8853859,88.1603268
23.5971251,88.3916526
23.4452938,88.345356
22.9657,88.4693
23.125758,88.4940362
22.9656,88.4691
22.9646,88.4763
22.9669,88.4803
22.9801,88.4666
22.9635,88.4761
22.9652,88.4678
22.9674,88.4789
22.9889,88.4755
22.9814,88.461
22.9619,88.4774
23.6522108,86.9849695
22.7147034,88.4258565
22.8937,88.4224
22.0968536,88.750906
22.473749,88.313089
22.4942794,88.3495402
22.4240023,88.3811983
22.1277064,88.834548
22.5025733,88.3088887
22.128422,88.8475513
22.4228617,88.1916654
22.108663,88.7713709
22.4756951,88.4037933
22.1124,88.7393
22.1384,88.8395
25.7291876,88.2882679
26.6499135,89.5612335
24.113894,87.797885
23.9491798,87.681756
23.7163827,87.7210853
23.8169977,87.8113174
24.2963755,87.8267831
27.0350843,88.0790931
27.0533165,88.2608664
27.0525139,88.2741004
22.7459016,88.351112
22.7481387,88.3364511
22.689102,88.2903385
22.8241202,87.6599121
22.6078703,88.3080411
22.4011242,88.0548406
22.5817139,88.2838422
22.6141693,88.2891262
22.5600831,87.9659736
26.84827,88.84807
26.6790886,88.5996294
26.5485669,88.6962506
26.4104333,88.6972618
26.5485316,88.6971974
26.5214249,88.7106514
26.7337089,88.9900303
26.6007525,88.695747
27.0187614,88.6457068
27.0872002,88.6569965
22.5230197,88.2935759
22.546645,88.3112048
22.5282028,88.332409
22.5689603,88.4012103
22.5557732,88.3642656
22.5124489,88.3584546
24.8316363,87.9306617
25.4153279,87.8604126
23.186898,88.5782227
23.253964,88.5951662
22.9523077,88.5348862
22.9738,88.4623
22.967,88.4773
23.2381914,88.540535
22.9728,88.462
22.9616,88.4533
22.9734,88.4619
22.9711,88.4782
22.9691,88.4781
22.9681,88.4778
22.973,88.4615
22.9783,88.4633
22.9734,88.4618
22.9735,88.4618
23.6843759,86.9736099
23.5996759,87.2227013
23.5804826,87.2272396
23.6671122,87.0271449
23.692634,88.0717814
22.7835161,88.3701396
22.584593,88.4181887
22.624,88.449
22.8752842,88.7651539
22.7117294,88.4653117
22.7189317,88.4792519
22.9017946,88.4326351
22.633144,88.4399521
22.7675341,88.3862972
22.6408625,88.3764267
23.0300562,88.8579798
23.0467116,88.7695313
22.7130463,88.4793591
22.6633158,88.3901596
22.6161448,88.4409714
22.5938423,88.4737587
22.64526,88.43626
23.0594768,88.8076508
22.7299706,88.4750462
22.6636406,88.8743091
22.624,88.447
22.5844345,88.4154958
22.7211534,88.4900773
22.883,88.4414
22.714229,88.485378
22.323167,88.917778
22.631693,88.365301
21.6165793,88.4619141
22.1105109,88.7656219
21.669,88.649
22.4587376,88.2971621
22.5013092,88.3736265
22.5063471,88.2977843
22.1014054,88.801242
22.4752844,88.34489
21.9982186,88.8148938
22.1104199,88.7718333
22.4714823,88.389371
22.4976496,88.3202505
26.7667638,89.5045749
26.6970034,89.8608885
27.06063,88.0246
27.12126,88.05365
27.12765,88.096
26.6817831,88.3297563
27.0251833,88.2550621
27.09311,88.01357
27.05233,88.25871
27.13018,88.07499
26.98876,88.11673
27.00483,88.09328
27.10503,88.0021
27.13038,88.07486
27.01021,88.08883
26.99949,88.10249
26.88794,88.18475
27.12346,88.06288
26.68898,88.31488
22.582,88.282
22.642056,88.2461303
26.8022391,88.4518504
27.0848052,88.6689377
27.0860087,88.6644638
27.0687562,88.4735012
22.5387995,88.315326
25.1766066,88.3019471
23.18633,88.58025
22.9721,88.4472
22.9739,88.4484
22.9746,88.4476
22.6283115,88.5283577
22.8847,88.4406
22.8847,88.44
22.8847,88.4405
22.8845,88.4404
22.8853,88.4411
22.614,88.475
22.8851,88.4401
22.1103401,88.7712767
22.4435376,88.3100045
22.0170131,88.7244873
22.528,88.401
23.2588885,86.1822717
23.5225786,86.6672373
23.5738131,86.8472328
26.7030317,89.6112312
26.7069733,89.560461
27.045947,88.382846
27.0729597,88.1054163
27.0731317,88.0907393
27.0274094,88.257105
27.06803,88.189144
26.5042461,88.7164021
26.8518118,88.6502076
27.0888583,88.6614227
27.0999476,88.6832047
27.0869693,88.6583424
27.097048,88.603062
27.12857,88.590222
22.5537915,88.3487275
21.6227234,87.5258446
23.7343317,88.5317738
23.4141087,88.5830136
23.1180887,88.6073327
22.9719,88.447
22.9729,88.4462
22.9747,88.4614
23.6922218,86.9519874
22.9046805,88.4301996
22.71589,88.4633
22.1344611,88.5995054
21.5758786,88.238529
21.6020162,88.2421875
21.5764286,88.3001645
26.7672162,89.5767644
26.8992093,88.198602
22.6665711,88.3467588
22.4746251,88.099904
